ax,ay,az,gx,gy,gz,mx,my,mz
0.407670642339355,-5.18984555882637,1.18137911081512,0.0149039721124984,-0.00073943033699243,0.0027638794297171,1.9573540346582,15.9412340988939,1.8337353381373
0.827793945744856,-10.4237404656412,2.34459048153467,0.0263022146103795,-0.000511192913245355,0.00414491118574623,4.51532671441062,33.3994880928115,4.95055924571535
0.706877910413174,-9.17727113230293,2.06086250172429,0.0253887662231628,-0.00143480453395772,0.00419323654481291,4.78879499868774,29.6918343477485,5.42535147241167
0.778739539198724,-9.84998482015854,2.19718793782051,0.0262287538026347,-0.00276198994854341,0.00462864314754546,3.89275194103585,30.9432933608174,4.73431785229875
0.737193656885615,-9.42179593622092,2.13336520741213,0.0280514986140435,-0.00117963795011499,0.00354899243536429,3.37685819638361,30.3654086406465,4.1766179827691
0.744316537105921,-9.69994533107756,2.17738071611841,0.027842482068744,-0.000910383004500291,0.00290335302106771,4.51927039629846,30.6374228257857,4.13507713717956
0.725019534630594,-9.50531418079372,2.14602644182922,0.02679438441468,-0.000334952817124582,0.00469695898940862,4.2741129375869,31.0656608454992,4.28514308522624
0.752216489100035,-9.62319852945302,2.18223854857707,0.0253614239598701,-0.00315488328268798,0.00429831316425124,3.52746668284235,31.1695606303758,5.27630582352765
0.750946479180822,-9.57879263768751,2.16194452912319,0.0236110800595698,-0.00125006722083701,0.00641628487372605,4.89062424764379,30.1802533648124,4.78545328390339
0.753279182651147,-9.59860315818602,2.15767055763722,0.0224470339472025,-0.000405005882699086,0.00803650496183238,4.27820196574236,30.940504085489,4.67297452481014
0.756001514510068,-9.58146870104193,2.15871390853069,0.0219858048097446,-0.00157636323312272,0.00313203658477079,3.46712399165809,30.2260007513114,4.93382744984528
0.758558712412336,-9.59074083539851,2.15479919546139,0.0237776052754505,0.000330535382922244,0.00515201088992261,4.13172543735363,30.554572272529,4.94370267326961
0.757676190742195,-9.59799675467479,2.16548517585766,0.0270853449972261,0.000833968385501393,0.00451783202720649,3.2010283993147,29.9492654844725,4.08902558460547
0.73473673318889,-9.58005430554488,2.15837997637643,0.0257129029056597,-0.000596396465149795,0.0045862988901806,4.52483674090978,31.0823305407959,3.93702494860232
0.748944320332615,-9.59775827989827,2.16682457762443,0.026448053422361,-0.00234251406459695,0.00497806057707374,3.7570432341864,31.4294901261668,4.46082306615497
0.726788577274166,-9.59081237383175,2.15100106524747,0.0283964333219771,-0.000861178550433048,0.00247017377589985,4.59953421872554,31.1554971476508,4.64186451990749
0.710858171392228,-9.60126052449731,2.17043790263156,0.0245752362621635,-0.00198158862196278,0.00237052294593702,5.08015430834053,31.3443945248944,4.76342959989045
0.74672026743898,-9.60752456198997,2.17752593711785,0.0216197402266028,-0.000244028036552857,0.000190843860169916,3.55458038420794,30.951940932718,4.87072489246335
0.710713921050812,-9.57336337708636,2.16495446091508,0.0218558497193886,-0.00325183869916663,0.0022741633239606,4.07580197936287,31.6462423904489,4.1097913183548
0.732978102764746,-9.57780610880044,2.16334808149355,0.0158936282757325,-0.00300175497332076,0.00309350559407351,3.38129202305379,31.0145008805967,5.08627253934432
0.744355767821259,-9.57508062233328,2.17005038895897,0.0107500064819276,-0.000287820450444811,0.000263986471119201,3.93325622743575,31.1404469644644,4.91927477469146
0.767901714253565,-9.56462612832982,2.2010338102774,0.00491041116909629,-0.00019535202808748,0.00267896482902715,4.12000416230106,30.7528800395746,4.36450561184207
0.764017278837416,-9.5669868361394,2.17530128246716,0.00156440267321479,-0.000263549860222471,0.00434146305350361,4.092671279883,30.6930542015531,5.72136803700893
0.746114469821441,-9.57733120308344,2.14491334819339,-0.00161355089783028,0.00373201617959872,0.00437898207363656,3.96934528940218,31.9261411754569,5.20479336217753
0.75143193589214,-9.57945203215666,2.14771665124592,-0.00351913514469343,0.00527652299088327,0.00878195315799238,4.80134684813545,30.9085934015855,4.57557297412652
