ax,ay,az,gx,gy,gz,mx,my,mz
0.314374681425453,-5.2937567476849,0.637259672341176,0.00573241820675676,0.0140708555839428,-0.0181475754366477,0.16932121445043,18.9725641331829,7.05372329696115
0.603064731861434,-10.6586551199651,1.30327337325156,0.00318246085735708,0.0301483681310014,-0.0287753743176019,1.35715607694462,36.955772853372,14.9029705100349
0.486166425640892,-9.45668413787784,1.12857722872781,-0.00458514442602999,0.0310324766458497,-0.0239316496293553,1.29181725417875,32.4022774933518,13.0972536430881
0.554713769583735,-10.0720370237347,1.20839869107791,-0.00141637174083681,0.0424155565926265,-0.0304734056625531,1.38947521483996,35.2018974020128,13.388493679576
0.485987616303082,-9.59271924664754,1.14747914377286,-0.0117738893344321,0.042604621744995,-0.0287326455163166,0.492743374457647,33.5334249986337,12.9663931895618
0.498434397186564,-9.93859017371995,1.20312364582827,-0.0116817270353715,0.0349778349407609,-0.0215122440616477,1.26119660219604,34.8252114714927,13.0431849558017
0.526929908151451,-9.85421740925668,1.18947966460217,-0.00197552716508633,0.0183859719400769,-0.0122302247063204,0.645959707574504,33.9214596148843,13.2403340938901
0.584315966506993,-9.94506364116,1.19151962938786,0.0143785692048476,0.00648759682548083,-0.0172211811070549,0.668744377206398,34.1296338696866,12.8075950636623
0.657171660944264,-9.78231560737306,1.22551929255062,0.0259487139091893,0.00226021603988524,-0.0159696116751271,0.533415506878356,35.4703678899213,13.0435516485843
0.683549456446368,-9.75297195423104,1.1974958508327,0.0282334393576948,0.0047940507088929,-0.0148043243079106,1.65135849779665,35.2908017085089,12.4862342136002
0.720727179120062,-9.72594271428914,1.20692842907926,0.0253939375347169,0.0112548833320242,-0.0198148771674625,1.98862972603971,35.826413358676,13.8705130867186
0.793726466706362,-9.76288862206342,1.15652775783147,0.0238531345753078,0.0233529476608435,-0.0202646291515139,0.868858639269403,34.9556337856356,13.2945870301882
0.729227690774675,-9.80083208551419,1.18549013479847,0.0248667925629944,0.0514696135202561,-0.0191479801081612,1.27151910649156,34.3123347760761,13.8577164149755
0.627968871655712,-9.76728715923138,1.18477026539911,0.0294093594523373,0.0627802057668444,-0.00452440758158207,0.881694262114444,34.7988275280677,14.083796299862
0.546638786493883,-9.75624681144727,1.16790125939652,0.0365569606587128,0.0624562277545512,0.0110717050237269,0.662137767548803,35.7576737108442,13.2647556803969
0.495074739325228,-9.78602116738848,1.18605847996005,0.039028964793438,0.0505496704736607,0.0202053427585725,0.962373034938318,35.3692215010932,13.0536390187888
0.46249434271056,-9.78151469593397,1.14526820792156,0.0447722150016301,0.0281378150442747,0.0285599286735664,0.147260737126041,34.5438826414152,12.2427342773635
0.5118316728329,-9.84225910440978,1.13413541754414,0.0508214101764362,0.00391825389725632,0.0335243799356621,0.734335175541766,33.6013150574013,13.1647338438479
0.584795663563642,-9.80289918207057,1.07187986085882,0.0532612897183454,-0.0136268689275529,0.0268191150614454,1.13701149862536,34.3958026767778,13.9960496917339
0.67887502370511,-9.69479347177704,1.06413642759128,0.0461341280452062,-0.0217262732428886,0.0207059898784431,1.39425207745016,34.5861187123254,13.2723535112318
0.748660828061716,-9.73355941294741,1.05141576916698,0.035583130297308,-0.0196316512275685,0.0101770850175722,0.27661362090981,35.204929417814,12.9222065360474
0.803668715312728,-9.80975259963055,1.05924586168027,0.0288567067895782,-0.0129276416536152,-0.00434561863241287,0.988337889388921,35.3942347175948,12.8560490304015
0.765126070533928,-9.83025061821591,1.10699426626254,0.0388548570217941,-0.00764023031145199,-0.0204888876529614,1.36588840663509,34.6474421082662,13.3113654279963
0.768302368892337,-9.78807110106066,1.179032543434,0.0501650156343116,-0.00590210189752539,-0.0305086893990299,0.821947162913105,35.3558729456774,12.8582969260408
0.738706842496533,-9.74115582837267,1.16003399725478,0.0521732006900105,-0.0113685738155563,-0.0256307277548217,0.512378087316955,35.280232070534,13.220101377402
0.718126274662747,-9.6639036064517,1.16868896638306,0.0507966113895807,-0.0143150874012742,-0.010931857464757,0.739019860726916,34.2963980125504,12.6155382461625
0.729966195658854,-9.64086009072759,1.15364272403796,0.0410312337626748,-0.0185668200502931,0.00109528669937202,0.669992175501391,34.7991144632964,13.0932086759688
0.745829778970166,-9.75347568746462,1.16716117416735,0.0297569545527705,-0.0161700107273651,0.00854912355861959,0.208562219743997,35.432891899677,13.1708305470052
